business_id|stars|takeout|drivethru|outdoorseating|caters|noise|p_garage|p_street|p_validated|p_lot|p_valet|delivery|price|attire|tv|gf_dessert|gf_latenight|gf_lunch|gf_dinner|gf_breakfast|gf_brunch|reservations|a_romantic|a_intimate|a_classy|a_hipster|a_divey|a_touristy|a_trendy|a_upscale|a_casual|waiter|creditcards|kids|groups|alcohol|wheelchair|wifi|counter|dogs|dancing|coat|smoking|happyhour|m_dj|m_background|m_jukebox|m_live|m_video|m_karaoke|byob|corkage|byobcorkage|tfhours|ages|d_dairyfree|d_glutenfree|d_vegan|d_kosher|d_halal|d_soyfree|d_vegetarian|appt|insurance
Od9niVya8G5BD3a1l2ss-g|4.5|True|n/a|False|False|average|False|False|False|False|False|True|1|casual|True|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|False|none|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
81sqVj0xHyJXGYT0ip5fmQ|2.5|True|n/a|False|n/a|quiet|n/a|n/a|n/a|n/a|n/a|True|2|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|True|none|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
za5fND9-pXyVSk5rM28MsQ|2.5|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
9aw0t0rlACKkMaxsX0KlKA|3.5|True|False|True|n/a|n/a|False|False|False|True|False|False|1|casual|False|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|n/a|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
iudRNo5Q8W7firUBYJEqQQ|2.5|True|n/a|n/a|n/a|n/a|False|False|False|False|False|True|2|n/a|n/a|False|True|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|n/a|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
IafkUjO5CiXAu9LfB4_Sgg|5.0|True|n/a|False|n/a|n/a|False|False|False|False|False|False|1|casual|n/a|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|False|True|True|none|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
OS1fGOcx_Erie5gujWIFNQ|3.5|True|n/a|False|n/a|n/a|False|False|False|False|False|False|1|casual|n/a|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
GEw1pLdbMlJecvQkKBIgSw|2.0|True|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|True|1|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
m0QsJDntW1MrWCxBVFwuAg|1.5|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|2|casual|False|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
uwiD9jxs09xxXG0by_xKuA|3.0|True|n/a|n/a|n/a|n/a|False|False|False|False|False|False|1|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
mrbfnIXD5U4pMxuZgKedOw|3.5|True|n/a|False|n/a|n/a|False|False|False|False|False|True|2|casual|n/a|n/a|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|n/a|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
OhwF2JDqlYMZl5Rp3WRBog|1.5|True|n/a|False|n/a|n/a|False|False|False|False|False|False|1|casual|n/a|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|False|False|none|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
_aGVicux2dJm9sqzLSCJtg|3.5|True|n/a|False|True|average|n/a|n/a|n/a|n/a|n/a|False|1|casual|False|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|True|none|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
GSiHJG8LqTn5ZQAY1r9q9w|1.5|True|n/a|False|n/a|quiet|n/a|n/a|n/a|n/a|n/a|True|1|casual|n/a|False|False|False|False|False|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|beer_and_wine|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
0Lsd35rHY6UtPFHjjxJ1LA|2.5|n/a|n/a|True|n/a|n/a|False|False|False|False|False|False|3|casual|n/a|False|False|False|False|False|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|True|full_bar|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
j0uzPYXgu-hmkvuGnj-B1w|3.5|n/a|n/a|False|n/a|n/a|False|False|False|False|False|False|1|casual|n/a|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|False|True|full_bar|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
GQloL8yRHymE0SGZq-B0zQ|3.0|True|n/a|False|n/a|n/a|False|True|False|False|False|n/a|1|casual|n/a|False|False|True|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|False|True|none|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
9dRhseYpES0LO0iNDLHtrg|2.5|n/a|n/a|n/a|n/a|quiet|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
vWnwaD-kykqiEc2Q0hbYsw|2.0|True|True|False|False|average|False|False|False|False|False|False|1|casual|True|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|True|none|n/a|free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
xUf11yTcoRagwNiJcY8GAA|2.0|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|2|casual|False|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|none|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
sQWSHCIH_HUT4HUXaxDaBA|3.0|True|n/a|False|n/a|n/a|False|False|False|False|False|False|1|casual|False|False|False|False|False|False|True|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|True|n/a|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
Oq5MyNxNi-xuXdPOWR9O_g|3.0|True|n/a|True|n/a|n/a|False|True|False|False|False|False|2|casual|True|False|True|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|False|True|full_bar|False|n/a|n/a|n/a|n/a|False|yes|True|False|n/a|True|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
rm1hBa1HPcLhUSwuincX2Q|3.0|n/a|n/a|n/a|n/a|n/a|False|True|False|True|False|n/a|2|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|n/a|n/a|full_bar|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
jeS38QWMVkA6S-4lMi1Frg|3.0|n/a|n/a|False|n/a|loud|False|True|False|False|False|False|2|casual|n/a|False|False|False|True|False|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|False|True|full_bar|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
cwyq1QIa4fNISUap4PCs_A|3.5|True|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|1|casual|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
bg1e__l7Jh3oDhasW5KFvw|3.5|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|1|n/a|n/a|False|False|False|False|False|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|none|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
7QBJDNVH6VPAStSvOM_lZA|4.0|True|n/a|False|True|quiet|False|False|False|True|False|True|1|casual|True|False|False|False|True|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|True|none|False|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
1QhIsblyEViEWc53FmxH_Q|2.5|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
Z6q8yxApM9wdnddzjcSUgQ|2.5|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|1|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
EZrCQtZxiEo1kkAYt2EQqw|2.5|True|True|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|1|casual|n/a|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
sPvUuYAF2a1LnYaw8iCm9A|4.5|True|True|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|2|casual|False|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
cbLaFQJOfzDy_TxMkPee9Q|4.5|False|n/a|False|n/a|n/a|False|False|False|False|False|False|1|casual|True|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
Gz2bNUss7Y_dyy_lRtVGEw|3.5|True|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|1|casual|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
Ue9LjsXuWms-CMHMxqo3zQ|3.5|True|n/a|False|False|quiet|False|False|False|False|False|True|1|casual|True|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|False|none|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
qJTHaHFKQIKXKX3I17Nw9w|2.5|True|True|False|n/a|n/a|False|False|False|False|False|False|1|casual|True|False|False|True|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|True|none|True|free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
5vLVIomtminS_q8itJquEQ|2.0|True|True|True|n/a|n/a|False|False|False|False|False|False|1|casual|True|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|True|none|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
CnuxQ4_7j9MKyQiO5YWsFA|1.0|True|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|casual|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|False|False|n/a|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
DLvH3Ck9R8fO_I89maDNIA|3.0|True|n/a|False|False|n/a|n/a|n/a|n/a|n/a|n/a|False|1|casual|False|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|True|none|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
Bvj-UP9khEzuwDIW7eJNOg|2.5|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|n/a|n/a|n/a|n/a|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
