business_id|stars|takeout|drivethru|outdoorseating|caters|noise|p_garage|p_street|p_validated|p_lot|p_valet|delivery|price|attire|tv|gf_dessert|gf_latenight|gf_lunch|gf_dinner|gf_breakfast|gf_brunch|reservations|a_romantic|a_intimate|a_classy|a_hipster|a_divey|a_touristy|a_trendy|a_upscale|a_casual|waiter|creditcards|kids|groups|alcohol|wheelchair|wifi|counter|dogs|dancing|coat|smoking|happyhour|m_dj|m_background|m_jukebox|m_live|m_video|m_karaoke|byob|corkage|byobcorkage|tfhours|ages|d_dairyfree|d_glutenfree|d_vegan|d_kosher|d_halal|d_soyfree|d_vegetarian|appt|insurance
0FgwBx7pgmNdUtsd_T8UYQ|4.0|True|n/a|False|False|average|False|False|True|False|False|False|4|dressy|True|False|False|False|True|False|False|True|False|False|False|False|False|False|False|True|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
0Lsd35rHY6UtPFHjjxJ1LA|2.5|n/a|n/a|True|n/a|n/a|False|False|False|False|False|False|3|casual|n/a|False|False|False|False|False|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|True|True|full_bar|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
XmdTkxKyJd7TuDLoiic1kg|3.5|True|n/a|False|True|average|False|True|False|False|False|False|3|casual|False|False|False|False|True|False|False|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|False|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
9SPwF-vRgtuHxciFxv5YLA|4.0|True|n/a|True|True|average|False|True|False|False|True|False|3|dressy|False|False|False|False|True|False|False|True|False|True|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
Cy9XgM3ZG2jZ1ganvolb6Q|4.0|False|n/a|False|False|average|False|True|False|False|True|False|4|dressy|False|False|False|False|True|False|False|True|False|False|False|False|False|False|False|True|False|True|True|False|True|full_bar|False|free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
L7KHl7v7g3gDxUEpAt9z-g|2.5|n/a|n/a|True|n/a|loud|False|False|False|False|False|n/a|4|casual|True|False|False|False|False|False|False|n/a|False|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
USdRzNk14UdjZWFgBJb0wA|4.0|False|n/a|False|False|quiet|False|False|False|False|True|False|4|formal|False|False|False|False|True|False|False|True|False|True|True|False|False|False|False|False|False|True|True|False|True|full_bar|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
Lt9o2RmacVY2L-IWLA8uTg|4.0|False|n/a|False|True|average|False|False|False|False|True|False|4|dressy|True|False|False|False|True|False|False|True|False|False|False|False|False|False|False|True|False|True|True|False|True|full_bar|True|free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
z24h6ZYnZiWjlDTuLXG9jw|4.0|False|n/a|True|False|quiet|True|False|False|False|False|False|3|dressy|False|False|False|False|True|False|False|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
CChwRoYVXA3QZulS8a6xOQ|4.5|False|n/a|True|True|average|n/a|n/a|n/a|n/a|n/a|False|3|dressy|True|False|False|False|True|False|False|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|False|n/a|True|no|True|False|False|False|False|False|False|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
C9CF7p53Y0L5ErKRhhFhng|4.0|True|n/a|False|False|quiet|False|False|False|False|True|False|3|dressy|False|False|False|False|True|False|False|True|False|False|False|False|False|False|True|False|False|True|True|False|True|full_bar|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
TLrX4FECQDFz-E45TI_9ow|3.5|True|n/a|True|n/a|average|True|False|False|False|False|False|3|dressy|False|False|False|False|True|False|False|True|False|False|True|False|False|False|False|True|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
eEMw81tZOYgW2xRX7o7W4g|3.5|n/a|n/a|n/a|n/a|n/a|False|False|False|False|False|n/a|3|n/a|n/a|False|False|False|False|False|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|False|True|full_bar|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
G5dIek0rXPTHlqlJpCNmpw|3.0|True|n/a|True|n/a|average|True|True|False|False|False|False|4|dressy|False|False|False|True|True|False|False|True|False|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
eaqJQP6bp7rQJQt5KqfvxQ|3.5|False|n/a|False|False|average|False|False|False|False|True|False|3|dressy|True|False|False|False|True|False|False|True|False|False|False|False|False|False|False|True|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|True|no|True|False|n/a|False|True|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
uDoTFFud2mXE3VT1Jt9L5A|4.5|False|n/a|False|False|quiet|False|False|False|True|True|False|3|casual|True|False|False|False|True|False|False|True|False|True|False|False|False|False|False|False|False|True|True|True|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
TwwD5FQSe0vk1Ecp89HjEw|4.5|True|n/a|False|True|average|False|True|False|True|False|False|3|dressy|False|False|False|False|True|False|False|True|True|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|free|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
OigTHfCur-D8Ne-bV1ngOg|3.5|True|n/a|False|n/a|n/a|False|False|False|True|False|n/a|3|casual|n/a|False|False|False|True|False|False|False|False|False|False|False|False|False|False|False|False|True|True|True|True|full_bar|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
1gKBusJMk66ypwEKF0vOAA|3.5|True|n/a|True|False|average|False|False|False|False|True|False|3|dressy|True|False|False|False|True|False|False|True|False|False|False|False|False|False|False|True|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
BOp3jcpYy31M85H1DLnEEw|4.0|False|n/a|True|True|average|False|False|False|False|True|False|3|dressy|True|False|False|False|True|False|False|True|False|False|False|False|False|False|False|True|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
Khv_fiHqB4JcMkzzz7yd7Q|4.0|True|n/a|False|False|average|False|False|False|True|False|False|3|dressy|False|False|False|False|True|False|False|True|False|True|False|False|False|False|False|False|False|True|True|False|False|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
CN6AB-R4OLsKxFhQ1Kk68g|3.5|False|n/a|True|False|quiet|False|False|False|True|False|False|4|casual|True|False|False|False|False|True|False|True|False|False|False|False|False|False|False|False|False|True|True|True|True|full_bar|True|free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
koRLvzIl-4fCybOIdk56jA|4.0|True|n/a|False|False|average|False|True|False|False|False|False|3|casual|False|False|False|False|True|False|False|True|True|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|False|no|n/a|n/a|n/a|n/a|n/a|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
h9xdY1NO4GnNijNChTy-8A|4.0|False|n/a|True|False|average|False|True|False|False|False|False|3|dressy|False|False|False|False|True|False|False|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|True|n/a|n/a|True|no|False|False|True|False|False|False|False|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
72N6TdH5MdUWE2YhYRbyxw|2.5|True|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|3|casual|n/a|False|False|False|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|True|True|False|none|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
LzpR_jE6VIutJ08s2cdRrw|4.0|n/a|n/a|True|True|average|False|False|False|True|False|False|3|casual|True|False|False|False|True|False|False|True|True|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|yes_corkage|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
MU3i2uEyUBntebU6pEyMbw|4.0|True|n/a|True|n/a|very_loud|True|False|False|False|True|False|3|casual|True|False|False|True|True|False|False|True|False|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
ET9VpUk1UgjMN5DJRV0yOw|3.0|True|n/a|True|n/a|n/a|False|False|False|False|False|False|3|casual|n/a|False|False|False|True|False|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|False|True|full_bar|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
QdbZyl-LWFS54u93Vjd5SA|4.0|False|n/a|True|True|quiet|False|False|False|True|True|False|3|dressy|False|False|False|False|True|False|False|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|False|n/a|False|no|True|False|n/a|n/a|n/a|n/a|n/a|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
imvNxppzxkLUPH64pQsDQg|4.5|False|n/a|True|False|average|False|False|False|False|True|False|3|dressy|False|False|False|False|False|False|True|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
yLfYR-PvIzAv9DnEH68Rgw|2.5|n/a|n/a|n/a|n/a|n/a|False|False|False|False|False|n/a|3|casual|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
yPfvOB63thP5t3pGZPJExA|3.5|False|n/a|True|True|quiet|False|False|False|False|True|False|3|dressy|True|False|False|False|False|False|True|True|True|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|free|n/a|n/a|n/a|False|outdoor|True|False|False|False|False|False|False|n/a|n/a|yes_corkage|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
_BhzcKojv1gjdRINe3Gkig|4.0|False|n/a|False|n/a|quiet|False|False|False|False|True|False|4|dressy|True|False|False|False|True|False|False|True|False|False|False|False|False|False|False|True|False|True|True|False|True|full_bar|True|free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|yes_corkage|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
vvA3fbps4F9nGlAEYKk_sA|4.0|True|n/a|True|True|quiet|False|False|False|True|False|False|3|dressy|True|False|False|False|True|False|False|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|False|no|True|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
OypZxwm-jS9QfUwgBmzeyw|3.0|False|n/a|True|n/a|n/a|False|False|False|True|False|False|3|casual|n/a|False|False|False|False|False|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|True|True|False|True|full_bar|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
PuHucejs4LG3hSXnrwi9-g|4.0|False|n/a|True|True|quiet|False|False|False|True|False|False|3|dressy|n/a|False|False|False|True|False|False|True|False|True|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|n/a|False|n/a|n/a|n/a|no|n/a|False|True|False|False|False|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
iDoigI3605ixHl_qHly3Tg|4.0|True|n/a|False|True|quiet|False|False|False|False|True|False|3|dressy|True|False|False|False|True|False|False|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
zMa6YoEekpABg1HZnnTZdg|4.0|False|n/a|True|False|average|False|False|False|True|False|False|3|casual|True|False|False|False|True|False|False|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|False|n/a|n/a|no|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
VpSiOW1PapVmZyyRBK_GBQ|3.5|False|n/a|False|True|quiet|False|False|False|False|True|False|3|dressy|False|False|False|False|True|False|False|True|True|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
fVgrpVyp-nPLTac9YIjTug|4.0|False|n/a|True|False|quiet|True|False|False|True|True|False|3|dressy|False|False|False|False|True|False|False|True|False|False|True|False|False|False|False|False|False|True|True|False|True|full_bar|True|free|n/a|n/a|n/a|n/a|no|True|False|True|False|False|False|False|False|True|yes_corkage|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
i8X14GDzaYD_TOGeWjmv-A|4.5|True|True|True|n/a|n/a|False|False|False|False|False|False|3|casual|n/a|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|False|True|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
MLVKDbuI2xaOJQ4-NZj2MQ|4.0|True|n/a|True|False|average|True|True|False|True|True|False|3|dressy|False|False|False|False|True|False|False|True|True|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|free|n/a|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
3Zsjlum5kl5N5KV712aTMQ|4.0|False|n/a|True|False|average|False|False|False|False|True|False|3|dressy|False|False|False|False|True|False|False|True|True|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|False|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
7U8TYNW4Mvx6m3zexsO0sg|4.0|True|n/a|False|False|average|False|False|False|True|False|False|3|casual|True|False|False|False|True|False|False|True|False|False|False|False|False|True|False|False|False|True|True|False|True|full_bar|True|free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
06YP_JnJzns84fOyQ0HA0Q|4.0|True|n/a|False|n/a|quiet|False|False|False|False|False|False|3|casual|True|False|False|False|False|False|False|True|False|False|False|False|False|False|False|False|False|True|True|True|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
FOfhEC6rN23RQaUlsR2byw|3.5|False|n/a|True|False|quiet|False|False|False|True|False|False|3|dressy|False|True|False|False|True|False|False|True|False|True|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
S3FhtwXuiGMlGdBNtmiiSQ|4.0|True|n/a|False|True|average|False|False|False|True|False|False|3|casual|True|False|False|False|True|False|False|True|True|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|free|n/a|False|n/a|True|n/a|True|True|n/a|n/a|n/a|n/a|n/a|False|False|yes_free|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
corPOxxIBRJ7DSpryYvorw|4.0|False|n/a|True|True|average|False|False|False|False|True|False|3|dressy|False|False|False|False|True|False|False|True|True|False|False|False|False|False|False|False|False|True|True|False|True|full_bar|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
P2i4eojfX61pZn8i7RZZxA|4.0|True|n/a|True|n/a|average|False|False|False|True|False|False|3|casual|False|False|False|False|True|False|False|True|False|False|False|False|False|False|False|True|True|True|True|False|True|full_bar|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|no|False|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
eIhmvoU0EoK7CdrBuXQfEw|3.0|False|n/a|True|False|loud|False|False|False|True|False|False|3|casual|False|False|False|False|True|False|False|True|False|False|False|False|False|False|False|False|True|False|True|True|True|none|True|no|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
6uz6H-RNxbsVsvC4CRCo_A|2.5|True|n/a|True|True|average|False|False|False|True|False|False|3|dressy|True|False|False|False|False|False|True|True|False|False|False|False|False|False|False|False|False|True|True|True|True|full_bar|True|no|n/a|n/a|n/a|False|no|False|True|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
jTKRu3TEGyGSVSiiBx0Bsw|3.0|True|n/a|False|True|n/a|n/a|n/a|n/a|n/a|n/a|True|3|casual|False|n/a|n/a|n/a|n/a|n/a|n/a|False|False|False|False|False|False|False|False|False|False|False|True|True|True|none|False|paid|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a|n/a
